# Ellipse table for galaxy UGC1317
# Zeropoint: 30.0022
#SMA        INT         INT_ERR     PA           PA_ERR      ELLIP       ELLIP_ERR   TFLUX       TFLUX_ERR   NPIX        NDATA       X0          Y0          FLAG        
#ARCSEC     W/m2/strad/arcsec2W/m2/strad/arcsec2DEGREE       DEGREE      NO DIM      NO DIM      W/m2        W/m2        NUMBER      NUMBER      PIXEL       :PIXEL       
1.086622350000000097e+02 4.170741363656340938e-10 9.357351353307446338e-11 -7.609699999999999420e+01 2.309820999999999958e-01 6.685330000000000439e-01 3.270878999999999974e-03 3.318383389293963519e-05 7.365501526886728585e-09 2.620500000000000000e+04 5.290000000000000000e+02 5.640000000000000000e+02 4.240000000000000000e+02 0.000000000000000000e+00
1.195284585000000135e+02 2.832166434223992495e-10 9.336011447693711833e-11 -7.609699999999999420e+01 2.715365000000000140e-01 6.685330000000000439e-01 4.027094000000000160e-03 3.404979084000907204e-05 8.025607571255003068e-09 3.148900000000000000e+04 5.460000000000000000e+02 5.640000000000000000e+02 4.240000000000000000e+02 0.000000000000000000e+00
1.314812975000000108e+02 2.046447131600271663e-10 9.323478066632185298e-11 -7.609699999999999420e+01 2.408495999999999970e-01 6.685330000000000439e-01 3.535350999999999945e-03 3.474121600677854967e-05 8.721229183741848849e-09 3.756900000000000000e+04 5.960000000000000000e+02 5.640000000000000000e+02 4.240000000000000000e+02 0.000000000000000000e+00
1.446294615000000192e+02 1.258230893583429433e-10 9.311183623001828975e-11 -7.609699999999999420e+01 3.204227000000000047e-01 6.685330000000000439e-01 4.727501999999999746e-03 3.531198726279396528e-05 9.485469685226487495e-09 4.484900000000000000e+04 6.340000000000000000e+02 5.640000000000000000e+02 4.240000000000000000e+02 0.000000000000000000e+00
1.590924145000000181e+02 8.447679325655221781e-11 9.304856666180222843e-11 -7.609699999999999420e+01 7.149537000000000253e-01 6.685330000000000439e-01 1.052996999999999961e-02 3.572659436431831811e-05 1.032440344752064265e-08 5.356300000000000000e+04 6.890000000000000000e+02 5.640000000000000000e+02 4.240000000000000000e+02 0.000000000000000000e+00
1.750016765000000021e+02 6.480580250078814542e-11 9.301785143321029298e-11 -7.609699999999999420e+01 7.992006000000000387e-01 6.685330000000000439e-01 1.216568999999999984e-02 3.609180405325524826e-05 1.117516390767988406e-08 6.316000000000000000e+04 6.810000000000000000e+02 5.640000000000000000e+02 4.240000000000000000e+02 0.000000000000000000e+00
1.925018510000000163e+02 4.883362932545314777e-11 9.299255527844516467e-11 -7.609699999999999420e+01 9.789432999999999607e-01 6.685330000000000439e-01 1.432214000000000056e-02 3.642663204826801873e-05 1.210676107649102946e-08 7.454700000000000000e+04 7.800000000000000000e+02 5.640000000000000000e+02 4.240000000000000000e+02 0.000000000000000000e+00
2.117519950000000222e+02 3.746575711219664003e-11 9.297514899039861366e-11 -7.609699999999999420e+01 1.136011000000000104e+00 6.685330000000000439e-01 1.780785999999999827e-02 3.676048977709998747e-05 1.314165943293960761e-08 8.827000000000000000e+04 8.010000000000000000e+02 5.640000000000000000e+02 4.240000000000000000e+02 0.000000000000000000e+00
2.329271945000000130e+02 2.904839030278079760e-11 9.296163562491443002e-11 -7.609699999999999420e+01 2.579578000000000149e+00 6.685330000000000439e-01 3.910562000000000066e-02 3.708551770906644111e-05 1.418007551475312638e-08 1.031730000000000000e+05 9.240000000000000000e+02 5.640000000000000000e+02 4.240000000000000000e+02 0.000000000000000000e+00
2.562199345000000221e+02 2.938427900992022311e-11 9.296182121105723272e-11 -7.609699999999999420e+01 7.465893000000000113e-01 6.685330000000000439e-01 1.099606000000000021e-02 3.753366080615294854e-05 1.556380468006025734e-08 1.247940000000000000e+05 1.103000000000000000e+03 5.640000000000000000e+02 4.240000000000000000e+02 0.000000000000000000e+00
2.818419485000000577e+02 1.702509749822434897e-11 9.294269697586339041e-11 -7.609699999999999420e+01 1.651872999999999925e+00 6.685330000000000439e-01 2.481422999999999962e-02 3.801708188248530151e-05 1.710154957441135493e-08 1.511860000000000000e+05 1.185000000000000000e+03 5.640000000000000000e+02 4.240000000000000000e+02 0.000000000000000000e+00
3.100261365000000069e+02 1.267788507596279925e-11 9.293609068554310561e-11 -7.609699999999999420e+01 2.512156000000000056e+00 6.685330000000000439e-01 4.359433000000000058e-02 3.844261665369853149e-05 1.854579399725100084e-08 1.782410000000000000e+05 1.111000000000000000e+03 5.640000000000000000e+02 4.240000000000000000e+02 0.000000000000000000e+00
